Candidate URL,Name,Total Assets in LokSabha 2023,Total Assets in LokSabha 2019,Asset Increase,Increase in Asset,Date
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3078&id2=8813,A. M Ariff (CPI(M)),"1,32,16,3021 Crore+","1,52,68,9061 Crore+","-20,52,604",-13%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=2229&id2=5983,Giridhari Yadav (JD(U)),"1,72,81,1011 Crore+","1,98,16,0501 Crore+","-25,34,949",-13%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=7131&id2=11089,Ajay Nishad (INC),"29,62,91,68729 Crore+","29,88,67,48629 Crore+","-25,75,799",-1%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3537&id2=8517,Dhairyasheel Sambhajirao Mane (Shiv Sena),"4,51,31,7594 Crore+","4,77,71,4624 Crore+","-26,39,703",-6%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=7195&id2=11197,Prasun Banerjee (AITC),"1,03,60,1341 Crore+","1,32,16,0661 Crore+","-28,55,932",-22%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=5316&id2=5476,Sudhakar Tukaram Shrangare (BJP),"28,24,62,42428 Crore+","28,64,78,30228 Crore+","-40,15,878",-1%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=9667&id2=14361,Simranjit Singh Mann (Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann)),"12,85,15,86012 Crore+","13,26,57,28613 Crore+","-41,41,426",-3%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=8110&id2=12076,Dr. Alok Kumar Suman (JD(U)),"2,67,13,2302 Crore+","3,27,39,9033 Crore+","-60,26,673",-18%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=5152&id2=10202,Nityanand Rai (BJP),"17,95,27,01717 Crore+","18,70,07,57018 Crore+","-74,80,553",-4%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=134&id2=5223,Selvam. G (DMK),"2,36,15,1262 Crore+","4,81,72,9364 Crore+","-2,45,57,810",-51%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=8758&id2=13184,Preneet Kaur (BJP),"60,78,53,56160 Crore+","63,59,73,75763 Crore+","-2,81,20,196",-4%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=314&id2=6040,Sunil Baburao Mendhe (BJP),"59,27,50,78359 Crore+","62,75,43,61562 Crore+","-3,47,92,832",-6%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=5127&id2=4798,Kesineni Srinivas (Nani) (YSRCP),"77,32,92,38177 Crore+","80,81,52,41580 Crore+","-3,48,60,034",-4%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=5163&id2=13111,Shankar Lalwani (BJP),"1,95,22,4121 Crore+","5,90,38,5085 Crore+","-3,95,16,096",-67%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=170&id2=5860,T R Paarivendhar (BJP),"93,23,03,61393 Crore+","97,27,30,36897 Crore+","-4,04,26,755",-4%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=5139&id2=7712,C R Patil (BJP),"39,49,30,04439 Crore+","44,60,44,26944 Crore+","-5,11,14,225",-11%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=8951&id2=13173,Harsimrat Kaur Badal (SAD),"1,98,51,83,903198 Crore+","2,17,99,19,870217 Crore+","-19,47,35,967",-9%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=6019&id2=9798,Dr Heena Vijaykumar Gavit (BJP),"6,20,37,0256 Crore+","27,16,34,53227 Crore+","-20,95,97,507",-77%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=533&id2=5843,S Jagathratchakan (DMK),"53,45,87,82853 Crore+","1,14,69,84,897114 Crore+","-61,23,97,069",-53%,05/06/2024 23:24:59
